symbol,accuracy,strategy_return,buy_hold_return,performance,sharpe_ratio,sortino_ratio,max_drawdown,volatility
PG,0.49206349206349204,-0.15765097950981988,-0.07757448934627709,-0.08007649016354279,-14.275458620990984,-15.975229996186956,-0.24214082131292464,0.04371376776530612
KO,0.49206349206349204,-0.15765097950981988,-0.07757448934627709,-0.08007649016354279,-14.275458620990984,-15.975229996186956,-0.24214082131292464,0.04371376776530612
CL,0.49206349206349204,-0.15765097950981988,-0.07757448934627709,-0.08007649016354279,-14.275458620990984,-15.975229996186956,-0.24214082131292464,0.04371376776530612
MDLZ,0.49206349206349204,-0.15765097950981988,-0.07757448934627709,-0.08007649016354279,-14.275458620990984,-15.975229996186956,-0.24214082131292464,0.04371376776530612
COST,0.49206349206349204,-0.15765097950981988,-0.07757448934627709,-0.08007649016354279,-14.275458620990984,-15.975229996186956,-0.24214082131292464,0.04371376776530612
STZ,0.42857142857142855,0.02035493225417606,0.26978035245631715,-0.2494254202021411,3.4590145704055093,4.594433971897106,-0.11897320254288572,0.03344788168966662
PEP,0.49206349206349204,-0.15765097950981988,-0.07757448934627709,-0.08007649016354279,-14.275458620990984,-15.975229996186956,-0.24214082131292464,0.04371376776530612
CVX,0.49206349206349204,0.0834218142939116,0.20206291443232005,-0.11864110013840845,13.477351595642013,25.23059119900885,-0.09789914259150045,0.025269027532148707
XOM,0.49206349206349204,0.0834218142939116,0.20206291443232005,-0.11864110013840845,13.477351595642013,25.23059119900885,-0.09789914259150045,0.025269027532148707
COP,0.49206349206349204,0.0834218142939116,0.20206291443232005,-0.11864110013840845,13.477351595642013,25.23059119900885,-0.09789914259150045,0.025269027532148707
PSX,0.5396825396825397,0.19521702663599116,0.26978035245631715,-0.07456332582032599,20.059771579020982,26.372533459362618,-0.10204382994054215,0.03782281582425988
EOG,0.49206349206349204,0.0834218142939116,0.20206291443232005,-0.11864110013840845,13.477351595642013,25.23059119900885,-0.09789914259150045,0.025269027532148707
SLB,0.5396825396825397,0.19521702663599116,0.26978035245631715,-0.07456332582032599,20.059771579020982,26.372533459362618,-0.10204382994054215,0.03782281582425988
MPC,0.5396825396825397,0.19521702663599116,0.26978035245631715,-0.07456332582032599,20.059771579020982,26.372533459362618,-0.10204382994054215,0.03782281582425988
VLO,0.49206349206349204,0.0834218142939116,0.20206291443232005,-0.11864110013840845,13.477351595642013,25.23059119900885,-0.09789914259150045,0.025269027532148707
BA,0.5238095238095238,0.14397280313985328,0.20206291443232005,-0.05809011129246677,20.874361493916,49.05716979829307,-0.06477747930790173,0.026877463780858243
DE,0.47619047619047616,0.1814646926012411,0.26978035245631715,-0.08831565985507606,17.51000752783081,27.76066433630606,-0.11901812398250611,0.0411416163767399
GE,0.47619047619047616,0.1814646926012411,0.26978035245631715,-0.08831565985507606,17.51000752783081,27.76066433630606,-0.11901812398250611,0.0411416163767399
HON,0.47619047619047616,0.1814646926012411,0.26978035245631715,-0.08831565985507606,17.51000752783081,27.76066433630606,-0.11901812398250611,0.0411416163767399
RTX,0.4603174603174603,0.0020889881328756132,0.22285604597331066,-0.22076705784043504,1.3879934505369897,1.8662797148619776,-0.12624832546194442,0.03700196760731612
UPS,0.47619047619047616,0.1814646926012411,0.26978035245631715,-0.08831565985507606,17.51000752783081,27.76066433630606,-0.11901812398250611,0.0411416163767399
CAT,0.47619047619047616,0.1814646926012411,0.26978035245631715,-0.08831565985507606,17.51000752783081,27.76066433630606,-0.11901812398250611,0.0411416163767399
LMT,0.47619047619047616,0.1814646926012411,0.26978035245631715,-0.08831565985507606,17.51000752783081,27.76066433630606,-0.11901812398250611,0.0411416163767399
DD,0.49206349206349204,0.16284465364020884,0.3453443129535825,-0.18249965931337364,21.747587590572095,28.707519753344982,-0.07842902678429843,0.02899328884062717
PPG,0.49206349206349204,0.16284465364020884,0.3453443129535825,-0.18249965931337364,21.747587590572095,28.707519753344982,-0.07842902678429843,0.02899328884062717
SHW,0.49206349206349204,0.16284465364020884,0.3453443129535825,-0.18249965931337364,21.747587590572095,28.707519753344982,-0.07842902678429843,0.02899328884062717
NEM,0.49206349206349204,0.16284465364020884,0.3453443129535825,-0.18249965931337364,21.747587590572095,28.707519753344982,-0.07842902678429843,0.02899328884062717
SO,0.47619047619047616,0.18401772117452064,0.3453443129535825,-0.16132659177906183,23.158509598119085,32.734193800680465,-0.0633695518845078,0.030467382224684363
AEP,0.47619047619047616,0.18401772117452064,0.3453443129535825,-0.16132659177906183,23.158509598119085,32.734193800680465,-0.0633695518845078,0.030467382224684363
NEE,0.47619047619047616,0.18401772117452064,0.3453443129535825,-0.16132659177906183,23.158509598119085,32.734193800680465,-0.0633695518845078,0.030467382224684363
